cpt_code,pcs_ccs_single,pcs_ccs_single_label
'33223',48,"(48) insertion, revision, replacement, removal of cardiac pacemaker or cardioverter/defibrillator"
'33224',48,"(48) insertion, revision, replacement, removal of cardiac pacemaker or cardioverter/defibrillator"
'33226',48,"(48) insertion, revision, replacement, removal of cardiac pacemaker or cardioverter/defibrillator"
'33227',48,"(48) insertion, revision, replacement, removal of cardiac pacemaker or cardioverter/defibrillator"
'33228',48,"(48) insertion, revision, replacement, removal of cardiac pacemaker or cardioverter/defibrillator"
'33229',48,"(48) insertion, revision, replacement, removal of cardiac pacemaker or cardioverter/defibrillator"
'33230',48,"(48) insertion, revision, replacement, removal of cardiac pacemaker or cardioverter/defibrillator"
'33231',48,"(48) insertion, revision, replacement, removal of cardiac pacemaker or cardioverter/defibrillator"
'33233',48,"(48) insertion, revision, replacement, removal of cardiac pacemaker or cardioverter/defibrillator"
'33234',48,"(48) insertion, revision, replacement, removal of cardiac pacemaker or cardioverter/defibrillator"
'33235',48,"(48) insertion, revision, replacement, removal of cardiac pacemaker or cardioverter/defibrillator"
'33236',48,"(48) insertion, revision, replacement, removal of cardiac pacemaker or cardioverter/defibrillator"
'33237',48,"(48) insertion, revision, replacement, removal of cardiac pacemaker or cardioverter/defibrillator"
'33238',48,"(48) insertion, revision, replacement, removal of cardiac pacemaker or cardioverter/defibrillator"
'33240',48,"(48) insertion, revision, replacement, removal of cardiac pacemaker or cardioverter/defibrillator"
'33241',48,"(48) insertion, revision, replacement, removal of cardiac pacemaker or cardioverter/defibrillator"
'33243',48,"(48) insertion, revision, replacement, removal of cardiac pacemaker or cardioverter/defibrillator"
'33244',48,"(48) insertion, revision, replacement, removal of cardiac pacemaker or cardioverter/defibrillator"
'33245',48,"(48) insertion, revision, replacement, removal of cardiac pacemaker or cardioverter/defibrillator"
'33246',48,"(48) insertion, revision, replacement, removal of cardiac pacemaker or cardioverter/defibrillator"
'33249',48,"(48) insertion, revision, replacement, removal of cardiac pacemaker or cardioverter/defibrillator"
'33250',49,(49) other or heart procedures
'33251',49,(49) other or heart procedures
'33253',49,(49) other or heart procedures
'33254',49,(49) other or heart procedures
'33255',49,(49) other or heart procedures
'33256',49,(49) other or heart procedures
'33261',49,(49) other or heart procedures
'33262',48,"(48) insertion, revision, replacement, removal of cardiac pacemaker or cardioverter/defibrillator"
'33263',48,"(48) insertion, revision, replacement, removal of cardiac pacemaker or cardioverter/defibrillator"
'33264',48,"(48) insertion, revision, replacement, removal of cardiac pacemaker or cardioverter/defibrillator"
'33265',49,(49) other or heart procedures
'33266',49,(49) other or heart procedures
'33300',49,(49) other or heart procedures
'33305',49,(49) other or heart procedures
'33310',49,(49) other or heart procedures
'33315',49,(49) other or heart procedures
'33320',61,(61) other or procedures on vessels other than head and neck
'33321',61,(61) other or procedures on vessels other than head and neck
'33322',61,(61) other or procedures on vessels other than head and neck
'33330',52,"(52) aortic resection, replacement or anastomosis"
'33332',56,"(56) other vascular bypass and shunt, not heart"
'33335',52,"(52) aortic resection, replacement or anastomosis"
'33340',63,(63) other non-or therapeutic cardiovascular procedures
'33361',43,(43) heart valve procedures
'33362',43,(43) heart valve procedures
'33363',43,(43) heart valve procedures
'33364',43,(43) heart valve procedures
'33365',43,(43) heart valve procedures
'33366',43,(43) heart valve procedures
'33390',43,(43) heart valve procedures
'33391',43,(43) heart valve procedures
'33400',43,(43) heart valve procedures
'33401',43,(43) heart valve procedures
'33403',43,(43) heart valve procedures
'33404',43,(43) heart valve procedures
'33405',43,(43) heart valve procedures
'33406',43,(43) heart valve procedures
'33410',43,(43) heart valve procedures
'33411',43,(43) heart valve procedures
'33412',43,(43) heart valve procedures
'33413',43,(43) heart valve procedures
'33414',43,(43) heart valve procedures
'33415',43,(43) heart valve procedures
'33416',43,(43) heart valve procedures
'33417',43,(43) heart valve procedures
'33418',43,(43) heart valve procedures
'33420',43,(43) heart valve procedures
'33422',43,(43) heart valve procedures
'33425',43,(43) heart valve procedures
'33426',43,(43) heart valve procedures
'33427',43,(43) heart valve procedures
'33430',43,(43) heart valve procedures
'33460',43,(43) heart valve procedures
'33463',43,(43) heart valve procedures
'33464',43,(43) heart valve procedures
'33465',43,(43) heart valve procedures
'33468',43,(43) heart valve procedures
'33470',43,(43) heart valve procedures
'33471',43,(43) heart valve procedures
'33472',43,(43) heart valve procedures
'33474',43,(43) heart valve procedures
'33475',43,(43) heart valve procedures
'33476',43,(43) heart valve procedures
'33477',43,(43) heart valve procedures
'33478',43,(43) heart valve procedures
'33496',43,(43) heart valve procedures
'33500',49,(49) other or heart procedures
'33501',49,(49) other or heart procedures
'33502',49,(49) other or heart procedures
'33503',49,(49) other or heart procedures
'33504',49,(49) other or heart procedures
'33505',49,(49) other or heart procedures
'33506',49,(49) other or heart procedures
'33507',49,(49) other or heart procedures
'33510',44,(44) coronary artery bypass graft (cabg)
'33511',44,(44) coronary artery bypass graft (cabg)
'33512',44,(44) coronary artery bypass graft (cabg)
'33513',44,(44) coronary artery bypass graft (cabg)
'33514',44,(44) coronary artery bypass graft (cabg)
'33516',44,(44) coronary artery bypass graft (cabg)
'33533',44,(44) coronary artery bypass graft (cabg)
'33534',44,(44) coronary artery bypass graft (cabg)
'33535',44,(44) coronary artery bypass graft (cabg)
'33536',44,(44) coronary artery bypass graft (cabg)
'33542',49,(49) other or heart procedures
'33545',49,(49) other or heart procedures
'33548',49,(49) other or heart procedures
'33600',43,(43) heart valve procedures
'33602',43,(43) heart valve procedures
'33606',52,"(52) aortic resection, replacement or anastomosis"
'33608',49,(49) other or heart procedures
'33610',49,(49) other or heart procedures
'33611',49,(49) other or heart procedures
'33612',49,(49) other or heart procedures
'33615',49,(49) other or heart procedures
'33617',49,(49) other or heart procedures
'33619',49,(49) other or heart procedures
'33620',49,(49) other or heart procedures
'33621',49,(49) other or heart procedures
'33622',49,(49) other or heart procedures
'33641',49,(49) other or heart procedures
'33645',49,(49) other or heart procedures
'33647',49,(49) other or heart procedures
'33660',49,(49) other or heart procedures
'33665',49,(49) other or heart procedures
'33670',49,(49) other or heart procedures
'33675',49,(49) other or heart procedures
'33676',49,(49) other or heart procedures
'33677',49,(49) other or heart procedures
'33681',49,(49) other or heart procedures
'33684',43,(43) heart valve procedures
'33688',49,(49) other or heart procedures
'33690',61,(61) other or procedures on vessels other than head and neck
'33692',49,(49) other or heart procedures
'33694',49,(49) other or heart procedures
'33697',49,(49) other or heart procedures
'33702',49,(49) other or heart procedures
'33710',49,(49) other or heart procedures
'33720',49,(49) other or heart procedures
'33722',49,(49) other or heart procedures
'33724',49,(49) other or heart procedures
'33726',49,(49) other or heart procedures
'33730',49,(49) other or heart procedures
'33732',43,(43) heart valve procedures
'33735',49,(49) other or heart procedures
'33736',49,(49) other or heart procedures
'33737',49,(49) other or heart procedures
'33750',56,"(56) other vascular bypass and shunt, not heart"
'33755',56,"(56) other vascular bypass and shunt, not heart"
'33762',56,"(56) other vascular bypass and shunt, not heart"
'33764',56,"(56) other vascular bypass and shunt, not heart"
'33766',56,"(56) other vascular bypass and shunt, not heart"
'33767',56,"(56) other vascular bypass and shunt, not heart"
'33770',49,(49) other or heart procedures
'33771',49,(49) other or heart procedures
'33774',49,(49) other or heart procedures
'33775',49,(49) other or heart procedures
'33776',49,(49) other or heart procedures
'33777',49,(49) other or heart procedures
'33778',49,(49) other or heart procedures
'33779',49,(49) other or heart procedures
'33780',49,(49) other or heart procedures
'33781',49,(49) other or heart procedures
'33782',49,(49) other or heart procedures
'33783',49,(49) other or heart procedures
'33786',49,(49) other or heart procedures
'33788',61,(61) other or procedures on vessels other than head and neck
'33800',61,(61) other or procedures on vessels other than head and neck
'33802',52,"(52) aortic resection, replacement or anastomosis"
'33803',52,"(52) aortic resection, replacement or anastomosis"
'33813',49,(49) other or heart procedures
'33814',49,(49) other or heart procedures
'33820',52,"(52) aortic resection, replacement or anastomosis"
'33822',52,"(52) aortic resection, replacement or anastomosis"
'33824',52,"(52) aortic resection, replacement or anastomosis"
'33840',52,"(52) aortic resection, replacement or anastomosis"
'33845',52,"(52) aortic resection, replacement or anastomosis"
'33851',52,"(52) aortic resection, replacement or anastomosis"
'33852',52,"(52) aortic resection, replacement or anastomosis"
'33853',52,"(52) aortic resection, replacement or anastomosis"
'33860',52,"(52) aortic resection, replacement or anastomosis"
'33861',52,"(52) aortic resection, replacement or anastomosis"
'33863',52,"(52) aortic resection, replacement or anastomosis"
'33864',52,"(52) aortic resection, replacement or anastomosis"
'33870',52,"(52) aortic resection, replacement or anastomosis"
'33875',52,"(52) aortic resection, replacement or anastomosis"
'33877',52,"(52) aortic resection, replacement or anastomosis"
