'ICD-9-CM CODE','ICD-9-CM CODE DESCRIPTION','CATEGORY ASSIGNMENT'
'8142',FIVEINONE KNEE REPAIR,4
'8143',TRIAD KNEE REPAIR,4
'8144',PATELLAR STABILIZATION,4
'8145',CRUCIATE LIG REPAIR NEC,4
'8146',COLLATERL LIG REPAIR NEC,4
'8147',OTHER REPAIR OF KNEE,4
'8148',TOTAL ANKLE REPLACEMENT (Begin 1980 End 1989),4
'8149',OTHER REPAIR OF ANKLE,4
'8151',TOT HIP REPLACE (W/MET) (Begin 1989),4
'8152',PARTIAL HIP REPLACEMENT (Begin 1989),4
'8153',REVISE HIP REPLACEMENT (Begin 1989),4
'8154',TOTAL KNEE REPLACEMENT (Begin 1989),4
'8155',REVISE KNEE REPLACEMENT (Begin 1989),4
'8156',TOTAL ANKLE REPLACEMENT (Begin 1989),4
'8157',REPL JOINT OF FOOT TOE (Begin 1989),4
'8159',REV OF JOINT REPLACE OF LOWE (Begin 1989),4
'8161',SPINAL FUSION SINGLE INCISIO (Begin 2002 End 2005),4
'8162',FUSION OR REFUSION OF 23 VE (Begin 2003),4
'8163',FUSION OR REFUSION OF 48 VE (Begin 2003),4
'8164',FUSION OR REFUSION OF 9 OR M (Begin 2003),4
'8165',VERTEBROPLASTY (Begin 2004),4
'8166',KYPHOPLASTY (Begin 2004),4
'8169',OTH HIP REPAIR (Begin 1980 End 1989),4
'8171',ARTHRPLAS (HAND/FINGR)WIT (Begin 1980),4
'8172',ARTHROPLASTY METACAR W/O (Begin 1989),4
'8173',TOTAL WRIST REPLACEMENT (Begin 1989),4
'8174',ARTHROPLASTY CARPAL WIT (Begin 1989),4
'8175',ARTHROPLASTY CARPAL W/O (Begin 1989),4
'8179',OTH REPAIR (HAND/FINGR) (Begin 1989),4
'8180',TOTAL SHOULDER REPLACE (Begin 1989),4
'8181',(ARTHRPLST) SHOULDER WIT (Begin 1980),4
'8182',REP RECUR SHLDER DISLOC,4
'8183',SHOULDER ARTHROPLAST NEC,4
'8184',ARTHRPLST ELBOW WITS (Begin 1980),4
'8185',ELBOW ARTHROPLASTY NEC,4
'8186',ARTHRPLST CARPALS WIT (Begin 1980 End 1989),4
'8187',OTH REPAIR WRIST (Begin 1980 End 1989),4
'8188',RVRS TOTL SHLDR REPLACMT (Begin 2010),4
'8191',ARTHROCENTESIS,2
'8192',INJECTION INTO JOINT,2
'8193',SUTUR CAPSUL/LIGAMEN ARM,4
'8194',SUTURE CAPSUL/LIG ANK/FT,4
'8195',SUTUR CAPSUL/LIG LEG NEC,4
'8196',OTHER REPAIR OF JOINT,4
'8197',REVIS UP EXTR JNT REPL (Begin 1992),4
'8198',OTHER JOINT DX PROCEDURE,3
'8199',JOINT STRUCTURE OP NEC,4
'8201',EXPLOR TEND SHEATHHAND,4
'8202',MYOTOMY OF HAND,4
'8203',BURSOTOMY OF HAND,4
'8204',I & D PALMAR/THENAR SPAC,2
'8209',INC SOFT TISSUE HAND NEC,4
'8211',TENOTOMY OF HAND,4
'8212',FASCIOTOMY OF HAND,4
'8219',DIV SOFT TISSUE HAND NEC,4
'8221',EXC LES TEND SHEATH HAND,4
'8222',EXCISION HAND MUSCLE LES,4
'8229',EXC LES SFT TISS HND NEC,4
'8231',BURSECTOMY OF HAND,4
'8232',EXCIS HAND TEND FOR GRFT,4
'8233',HAND TENONECTOMY NEC,4
'8234',EXC HND MUS/FAS FOR GRFT,4
'8235',HAND FASCIECTOMY NEC,4
'8236',OTHER MYECTOMY OF HAND,4
'8239',HAND SOFT TISSUE EXC NEC,4
'8241',SUTURE TENDN SHEATH HAND,4
'8242',DELAY SUT FLEX TEND HAND,4
'8243',DELAY SUT HAND TEND NEC,4
'8244',SUTUR FLEX TEND HAND NEC,4
'8245',SUTURE HAND TENDON NEC,4
'8246',SUTURE HAND MUSCLE/FASC,4
'8251',HAND TENDON ADVANCEMENT,4
'8252',HAND TENDON RECESSION,4
'8253',HAND TENDON REATTACHMENT,4
'8254',HAND MUSCLE REATTACHMENT,4
'8255',CHNG HND MUS/TEN LNG NEC,4
'8256',TRANSPLANT HAND TEND NEC,4
'8257',TRANSPOSIT HAND TEND NEC,4
'8258',TRANSPLANT HAND MUSC NEC,4
'8259',TRANSPOSIT HAND MUSC NEC,4
'8261',POLLICIZATION OPERATION,4
'8269',THUMB RECONSTRUCTION NEC,4
'8271',HAND TEND PULLEY RECONST,4
'8272',PLAST OP HNDMUS/FAS GRF,4
'8279',PLAST OP HAND W GRFT NEC,4
'8281',TRANSFER OF FINGER,4
'8282',REPAIR OF CLEFT HAND,4
'8283',REPAIR OF MACRODACTYLY,4
'8284',REPAIR OF MALLET FINGER,4
'8285',OTHER TENODESIS OF HAND,4
'8286',OTHER TENOPLASTY OF HAND,4
'8289',HAND PLASTIC OP NEC,4
'8291',LYSIS OF HAND ADHESIONS,4
'8292',ASPIRATION BURSA OF HAND,2
'8293',ASPIR SOFT TISS HAND NEC,2
'8294',INJECT BURSA OF HAND,2
'8295',INJECT TENDON OF HAND,2
'8296',HAND SFT TISSU INJEC NEC,2
'8299',HAND MUS/TEN/FAS/OPS NEC,4
'8301',TENDON SHEATH EXPLORAT,4
'8302',MYOTOMY,4
'8303',BURSOTOMY,4
'8309',SOFT TISSUE INCISION NEC,4
'8311',ACHILLOTENOTOMY,4
'8312',ADDUCTOR TENOTOMY OF HIP,4
'8313',OTHER TENOTOMY,4
'8314',FASCIOTOMY,4
'8319',SOFT TISSUE DIVISION NEC,4
'8321',SOFT TISSUE BIOPSY,3
'8329',SOFT TISSUE DX PROC NEC,3
'8331',EXCIS LES TENDON SHEATH,4
'8332',EXCIS LESION OF MUSCLE,4
'8339',EXC LES SOFT TISSUE NEC,4
'8341',TENDON EXCISION FOR GRFT,4
'8342',OTHER TENONECTOMY,4
'8343',MUSC/FASC EXCIS FOR GRFT,4
'8344',OTHER FASCIECTOMY,4
'8345',OTHER MYECTOMY,4
'8349',OTHER SOFT TISSUE EXCIS,4
'835 ',BURSECTOMY,4
'8361',TENDON SHEATH SUTURE,4
'8362',DELAYED TENDON SUTURE,4
'8363',ROTATOR CUFF REPAIR,4
'8364',OTHER SUTURE OF TENDON,4
'8365',OTHER MUSCLE/FASC SUTURE,4
'8371',TENDON ADVANCEMENT,4
'8372',TENDON RECESSION,4
'8373',TENDON REATTACHMENT,4
'8374',MUSCLE REATTACHMENT,4
'8375',TENDON TRNSFR/TRANSPLANT,4
'8376',OTHER TENDON TRANSPOSIT,4
'8377',MUSCLE TRNSFR/TRANSPLANT,4
'8379',OTHER MUSCLE TRANSPOSIT,4
'8381',TENDON GRAFT,4
'8382',MUSCLE OR FASCIA GRAFT,4
'8383',TENDON PULLEY RECONSTRUC,4
'8384',CLUBFOOT RELEASE NEC,4
'8385',MUSC/TEND LNG CHANGE NEC,4
'8386',QUADRICEPSPLASTY,4
'8387',OTHER PLASTIC OPS MUSCLE,4
'8388',OTHER PLASTIC OPS TENDON,4
'8389',OTHER PLASTIC OPS FASCIA,4
'8391',ADHESIOLYSIS MUS/TEN/FAS,4
'8392',INSERT SKEL MUSC STIMULA,4
'8393',REMOV SKEL MUSC STIMULAT,4
'8394',ASPIRATION OF BURSA,2
'8395',SOFT TISSUE ASPIRAT NEC,2
'8396',INJECTION INTO BURSA,2
'8397',INJECTION INTO TENDON,2
'8398',SOFT TISSUE INJECT NEC,2
'8399',MUS/TEN/FAS/BUR OP NEC,4
'8400',UPPER LIMB AMPUTAT NOS,4
'8401',FINGER AMPUTATION,4
'8402',THUMB AMPUTATION,4
'8403',AMPUTATION THROUGH HAND,4
'8404',DISARTICULATION OF WRIST,4
'8405',AMPUTATION THRU FOREARM,4
'8406',DISARTICULATION OF ELBOW,4
'8407',AMPUTATION THRU HUMERUS,4
'8408',SHOULDER DISARTICULATION,4
'8409',FOREQUARTER AMPUTATION,4
'8410',LOWER LIMB AMPUTAT NOS,4
'8411',TOE AMPUTATION,4
'8412',AMPUTATION THROUGH FOOT,4
'8413',DISARTICULATION OF ANKLE,4
'8414',AMPUTAT THROUGH MALLEOLI,4
'8415',BELOW KNEE AMPUTAT NEC,4
'8416',DISARTICULATION OF KNEE,4
'8417',ABOVE KNEE AMPUTATION,4
'8418',DISARTICULATION OF HIP,4
'8419',HINDQUARTER AMPUTATION,4
'8421',THUMB REATTACHMENT,4
'8422',FINGER REATTACHMENT,4
'8423',FOREARM/WRIST/HAND REATT,4
'8424',UPPER ARM REATTACHMENT,4
'8425',TOE REATTACHMENT,4
'8426',FOOT REATTACHMENT,4
'8427',LOWER LEG/ANKLE REATTACH,4
'8428',THIGH REATTACHMENT,4
'8429',REATTACHMENT NEC,4
'843 ',AMPUTATION STUMP REVIS,4
'8440',IMPLNT/FIT PROS LIMB NOS,4
'8441',FIT UP ARM/SHOULD PROSTH,2
'8442',FIT LO ARM/HAND PROSTHES,2
'8443',FIT ARM PROSTHESIS NOS,2
'8444',IMPLANT ARM PROSTHESIS,4
'8445',FIT ABOVE KNEE PROSTHES,2
'8446',FIT BELOW KNEE PROSTHES,2
'8447',FIT LEG PROSTHESIS NOS,2
'8448',IMPLANT LEG PROSTHESIS,4
'8451',INSERT INTERBODY SPINAL FUSI (Begin 2002),2
'8452',INSERT RECOMBINANT BONE MORP (Begin 2002),2
'8453',IMP LIMB LENGTH KINETIC (Begin 2004),2
'8454',IMPL OTHER LIMB LENGTH (Begin 2004),2
'8455',INS BONE VOID FILLER (Begin 2004),2
'8456',INSERTION CEMENT SPACER (Begin 2005),2
'8457',REMOVAL OF CEMENT SPACER (Begin 2005),2
'8458',IMP INTRSPINE DECOMP DEV (Begin 2005) (End 2007),4
'8459',INSERT OTHR SPIN DEVICE (Begin 2004),4
'8460',INSERT DISC PROS NOS (Begin 2004),4
'8461',INS PART DISC PROS CERV (Begin 2004),4
'8462',INS TOT DISC PROST CERV (Begin 2004),4
'8463',INS SPIN DISC PROS THOR (Begin 2004),4
'8464',INS PART DISC PROS LUMB (Begin 2004),4
'8465',INS TOTL DISC PROS LUMB (Begin 2004),4
'8466',REVISE DISC PROST CERV (Begin 2004),4
'8467',REVISE DISC PROST THORA (Begin 2004),4
'8468',REVISE DISC PROSTH LUMB (Begin 2004),4
'8469',REVISE DISC PROSTH NOS (Begin 2004),4
'8471',APP EXT FIX DEVMONOPLAN (Begin 2005),2
'8472',APP EXT FIX DEVRING SYS (Begin 2005),2
'8473',APP HYBRID EXT FIX DEV (Begin 2005),2
'8480',INS/REPL INTERSPINE DEV (Begin 2007),4
'8481',REV INTERSPINE DEVICE (Begin 2007),4
'8482',INS/REPL PDCL STABIL DEV (Begin 2007),4
'8483',REV PEDCL DYN STABIL DEV (Begin 2007),4
'8484',INS/REPL FACET REPLC DEV (Begin 2007),4
'8485',REV FACET REPLACE DEVICE (Begin 2007),4
'8491',AMPUTATION NOS,4
'8492',SEPARAT EQUAL JOIN TWIN,4
'8493',SEPARAT UNEQUL JOIN TWIN,4
'8494',INS STRN FIX W RGD PLATE (Begin 2010),4
'8499',MUSCULOSKELETAL OP NEC,4
'850 ',MASTOTOMY,2
'8511',CLOSED BREAST BX,1
'8512',OPEN BREAST BX,3
'8519',BREAST DX PROCEDURE NEC,1
'8520',BREAST TISSU DESTRUC NOS,4
'8521',LOCAL EXCIS BREAST LES,4
'8522',QUADRANT RESECT BREAST,4
'8523',SUBTOTAL MASTECTOMY,4
'8524',EXC ECTOPIC BREAST TISSU,4
'8525',EXCISION OF NIPPLE,4
'8531',UNILAT REDUCT MAMMOPLAST,4
'8532',BILAT REDUCT MAMMOPLASTY,4
'8533',UNIL SUBQ MAMMECTIMPLNT,4
'8534',UNILAT SUBQ MAMMECT NEC,4
'8535',BIL SUBQ MAMMECTIMPLANT,4
'8536',BILAT SUBQ MAMMECTOM NEC,4
'8541',UNILAT SIMPLE MASTECTOMY,4
'8542',BILAT SIMPLE MASTECTOMY,4
'8543',UNILAT EXTEN SIMP MASTEC,4
'8544',BILAT EXTEND SIMP MASTEC,4
'8545',UNILAT RADICAL MASTECTOM,4
'8546',BILAT RADICAL MASTECTOMY,4
'8547',UNIL EXT RAD MASTECTOMY,4
'8548',BIL EXTEN RAD MASTECTOMY,4
'8550',AUGMENT MAMMOPLASTY NOS,4
'8551',UNIL BREAST INJECAUGMEN,2
'8552',BIL BREAST INJECAUGMENT,2
'8553',UNILAT BREAST IMPLANT,4
'8554',BILATERAL BREAST IMPLANT,4
'8555',FAT GRAFT TO BREAST (Begin 2010),4
'856 ',MASTOPEXY,4
'857 ',TOTAL BREAST RECONSTRUCT (end 2008),4
'8570',TOTL RECONSTC BREAST NOS (begin 2008),4
'8571',LATISS DORSI MYOCUT FLAP (begin 2008),4
'8572',TRAM FLAP PEDICLED (begin 2008),4
'8573',TRAM FLAP FREE (begin 2008),4
'8574',DIEP FLAP FREE (begin 2008),4
'8575',SIEA FLAP FREE (begin 2008),4
'8576',GAP FLAP FREE (begin 2008),4
'8579',TOTL RECONST BREAST NEC (begin 2008),4
'8581',SUTURE BREAST LACERATION,2
'8582',BREAST SPLITTHICK GRAFT,4
'8583',BREAST FULLTHICK GRAFT,4
'8584',BREAST PEDICLE GRAFT,4
'8585',BREAST MUSCLE FLAP GRAFT,4
'8586',TRANSPOSITION OF NIPPLE,4
'8587',NIPPLE REPAIR NEC,4
'8589',MAMMOPLASTY NEC,4
'8591',ASPIRATION OF BREAST,2
'8592',BREAST INJECTION,2
'8593',BREAST IMPLANT REVISION,4
'8594',BREAST IMPLANT REMOVAL,4
'8595',INS BRST TIS EXPAN (Begin 1987),4
'8596',REM BRST TIS EXPAN (Begin 1987),4
'8599',BREAST OPERATION NEC,4
'8601',ASPIRATION SKIN & SUBQ,2
'8602',SKIN DEFECT TATTOOING,2
'8603',INCISION PILONIDAL SINUS,2
'8604',OTHER SKIN & SUBQ I & D,2
'8605',SKIN INCIS & FB REMOVAL,2
'8606',INSERT INFUSION PUMP (Begin 1987),4
'8607',INSERT VASC ACCESS DEV (Begin 1990),2
'8609',SKIN & SUBQ INCISION NEC,2
'8611',SKIN & SUBQ BIOPSY,1
'8619',SKIN & SUBQ DX PROC NEC,1
'8621',EXCISION OF PILONID CYST,4
'8622',WOUND DEBRIDEMENT(Begin 1980),4
'8623',NAIL REMOVAL,2
'8624',SKIN CHEMOSURGERY,2
'8625',DERMABRASION,4
'8626',LIGATION DERMAL APPENDAG,2
'8627',DEBRIDEMENT OF NAIL (Begin 1986),2
'8628',NONEXCIS DEBRIDEMENT WND(Begin 1988),2
'863 ',OTHER LOCAL DESTRUC SKIN,2
'864 ',RADICAL EXCIS SKIN LES,4
'8651',REPLANTATION OF SCALP,2
'8659',SKIN SUTURE NEC,2
'8660',FREE SKIN GRAFT NOS,4
'8661',FULLTHICK HAND SKIN GRF,4
'8662',HAND SKIN GRAFT NEC,4
'8663',FULLTHICK SKIN GRFT NEC,4
'8664',HAIR TRANSPLANT,2
'8665',HETEROGRAFT TO SKIN,4
'8666',HOMOGRAFT TO SKIN,4
'8667',DERMAL REGENERATIVE GRAFT(Begin 1998),4
'8669',FREE SKIN GRAFT NEC,4
'8670',PEDICLE GRAFT/FLAP NOS,4
'8671',CUT & PREP PEDICLE GRAFT,4
'8672',PEDICLE GRAFT ADVANCEMEN,4
'8673',ATTACH PEDICLE TO HAND,4
'8674',ATTACH PEDICLE GRAFT NEC,4
'8675',REVISION OF PEDICLE GRFT,4
'8681',REPAIR FACIAL WEAKNESS,4
'8682',FACIAL RHYTIDECTOMY,4
'8683',SIZE REDUCT PLASTIC OP,4
'8684',RELAXATION OF SCAR,4
'8685',SYNDACTYLY CORRECTION,4
'8686',ONYCHOPLASTY,4
'8687',FAT GRFT SKIN/SUBQ TISS (Begin 2010),4
'8689',SKIN REPAIR & PLASTY NEC,4
'8690',EXT FAT FOR GRFT/BANKING (Begin 2010),4
'8691',SKIN EXCISION FOR GRAFT,4
'8692',EPILATION OF SKIN,2
'8693',INSERT TISSUE EXPANDER (Begin 1987),4
'8694',INS/REPL SINGLE PUL GEN (Begin 2004),4
'8695',INS/REPL DUAL PULSE GEN (Begin 2004),4
'8696',INSERT/REPL OTH NEUROST (Begin 2004),4
'8697',INS/REP 1 PUL GENRECHRG (Begin 2005),4
'8698',INS/REP 2 PUL GENRECHRG (Begin 2005),4
'8699',SKIN & SUBQ OP NEC,2
'8701',PNEUMOENCEPHALOGRAM,1
'8702',BRAIN/SKULL CONTRST XRAY,1
'8703',C.A.T. SCAN OF HEAD,1
'8704',HEAD TOMOGRAPHY NEC,1
'8705',CONTRAST DACRYOCYSTOGRAM,1
'8706',NASOPHARY CONTRAST XRAY,1
'8707',CONTRAST LARYNGOGRAM,1
'8708',CERVICAL LYMPHANGIOGRAM,1
'8709',HEAD SOFT TISS XRAY NEC,1
'8711',FULLMOUTH XRAY,1
'8712',DENTAL XRAY NEC,1
'8713',TM CONTRAST ARTHROGRAM,1
'8714',CONTRAST XRAY OF ORBIT,1
'8715',CONTRAST XRAY OF SINUS,1
'8716',FACIAL BONE XRAY NEC,1
'8717',SKULL XRAY NEC,1
'8721',CONTRAST MYELOGRAM,1
'8722',CERVICAL SPINE XRAY NEC,1
'8723',THORACIC SPINE XRAY NEC,1
'8724',LUMBOSAC SPINE XRAY NEC,1
'8729',SPINAL XRAY NEC,1
'8731',ENDOTRACHEAL BRONCHOGRAM,1
'8732',CONTRAST BRONCHOGRAM NEC,1
'8733',MEDIASTINAL PNEUMOGRAM,1
'8734',INTRATHOR LYMPHANGIOGRAM,1
'8735',CONTR MAMMARY DUCTOGRAM,1
'8736',BREAST XEROGRAPHY,1
'8737',MAMMOGRAPHY NEC,1
'8738',CHEST WALL SINOGRAM,1
'8739',THORAX SFT TISS XRAY NEC,1
'8741',C.A.T. SCAN OF THORAX,1
'8742',THORACIC TOMOGRAPHY NEC,1
'8743',RIB/STERNUM/CLAVIC XRAY,1
'8744',ROUTINE CHEST XRAY,1
'8749',CHEST XRAY NEC,1
'8751',PERC HEPAT CHOLANGIOGRAM,1
'8752',INTRAVEN CHOLANGIOGRAM,1
'8753',INTRAOPER CHOLANGIOGRAM,3
'8754',CHOLANGIOGRAM NEC,1
'8759',BILIARY TRACT XRAY NEC,1
'8761',BARIUM SWALLOW,1
'8762',UPPER GI SERIES,1
'8763',SMALL BOWEL SERIES,1
'8764',LOWER GI SERIES,1
'8765',INTESTINAL XRAY NEC,1
'8766',CONTRAST PANCREATOGRAM,1
'8769',DIGESTIVE TRACT XRAY NEC,1
'8771',C.A.T. SCAN OF KIDNEY,1
'8772',NEPHROTOMOGRAM NEC,1
'8773',INTRAVENOUS PYELOGRAM,1
'8774',RETROGRADE PYELOGRAM,1
'8775',PERCUTANEOUS PYELOGRAM,1
'8776',RETROGR CYSTOURETHROGRAM,1
'8777',CYSTOGRAM NEC,1
'8778',ILEAL CONDUITOGRAM,1
'8779',URINARY SYSTEM XRAY NEC,1
'8781',XRAY OF GRAVID UTERUS,1
'8782',GAS HYSTEROSALPINGOGRAM,1
'8783',DYE HYSTEROSALPINGOGRAM,1
'8784',PERCUTANEOUS HYSTEROGRAM,1
'8785',TUBE & UTERUS XRAY NEC,1
'8789',FEMALE GENITAL XRAY NEC,1
'8791',CONTR SEMIN VESICULOGRAM,1
'8792',PROSTAT/SEM VES XRAY NEC,1
'8793',CONTRAST EPIDIDYMOGRAM,1
'8794',CONTRAST VASOGRAM,1
'8795',EPIDIDYMIS/VAS XRAY NEC,1
'8799',MALE GENITAL XRAY NEC,1
'8801',C.A.T. SCAN OF ABDOMEN,1
'8802',ABDOMINAL TOMOGRAPHY NEC,1
'8803',ABDOMINAL WALL SINOGRAM,1
'8804',ABDOMINAL LYMPHANGIOGRAM,1
'8809',ABDOMINAL WALL XRAY NEC,1
'8811',PELVIC DYE CONTRAST XRAY,1
'8812',PELVIC GAS CONTRAST XRAY,1
'8813',PERITON PNEUMOGRAM NEC,1
'8814',RETROPERITON FISTULOGRAM,1
'8815',RETROPERITON PNEUMOGRAM,1
'8816',RETROPERITONEAL XRAY NEC,1
'8819',ABDOMINAL XRAY NEC,1
'8821',SKL XRAYSHOULDER/UP ARM,1
'8822',SKEL XRAYELBOW/FOREARM,1
'8823',SKEL XRAYWRIST & HAND,1
'8824',SKEL XRAYUPPER LIMB NOS,1
'8825',PELVIMETRY,1
'8826',SKEL XRAYPELVIS/HIP NEC,1
'8827',SKEL XRAYTHIGH/KNEE/LEG,1
'8828',SKEL XRAYANKLE & FOOT,1
'8829',SKEL XRAYLOWER LIMB NOS,1
'8831',SKELETAL SERIES XRAY,1
'8832',CONTRAST ARTHROGRAM,1
'8833',OTHER SKELETAL XRAY,1
'8834',UPPER LIMB LYMPHANGIOGRM,1
'8835',UP LIMB SFT TIS XRAY NEC,1
'8836',LOWER LIMB LYMPHANGIOGRM,1
'8837',LO LIMB SFT TIS XRAY NEC,1
'8838',OTHER C.A.T. SCAN,1
'8839',XRAY NEC & NOS,1
'8840',CONTRAST ARTERIOGRAM NOS,1
'8841',CONTR CEREBR ARTERIOGRAM,1
'8842',CONTRAST AORTOGRAM,1
'8843',CONTR PULMON ARTERIOGRAM,1
'8844',CONTR THOR ARTERIOGR NEC,1
'8845',CONTRAST RENAL ARTERIOGR,1
'8846',CONTRAST PLACENTOGRAM,1
'8847',CONTR ABD ARTERIOGRM NEC,1
'8848',CONTRAST ARTERIOGRAMLEG,1
'8849',CONTRAST ARTERIOGRAM NEC,1
'8850',ANGIOCARDIOGRAPHY NOS,1
'8851',VENA CAV ANGIOCARDIOGRAM,1
'8852',RT HEART ANGIOCARDIOGRAM,1
'8853',LT HEART ANGIOCARDIOGRAM,1
'8854',RT & LT HEART ANGIOCARD,1
'8855',CORONAR ARTERIOGR1 CATH,1
'8856',CORONAR ARTERIOGR2 CATH,1
'8857',CORONARY ARTERIOGRAM NEC,1
'8858',NEGATVECONTR CARDIOGRAM,1
'8859',INTRA-OP FLUOR VASC ANGI (Begin 2007),1
'8860',CONTRAST PHLEBOGRAM NOS,1
'8861',CONTR PHLEBOGRAMHD/NECK,1
'8862',CONTR PHLEBOGRAMPULMON,1
'8863',THORAC CONTR PHLEBOG NEC,1
'8864',PORTAL CONTR PHLEBOGRAM,1
'8865',ABD CONTR PHLEBOGRAM NEC,1
'8866',CONTRAST PHLEBOGRAMLEG,1
'8867',CONTRAST PHLEBOGRAM NEC,1
'8868',IMPEDANCE PHLEBOGRAM,1
'8871',DX ULTRASOUNDHEAD/NECK,1
'8872',DX ULTRASOUNDHEART,1
'8873',DX ULTRASOUNDTHORAX NEC,1
'8874',DX ULTRASOUNDDIGESTIVE,1
'8875',DX ULTRASOUNDURINARY,1
'8876',DX ULTRASOUNDABDOMEN,1
'8877',DX ULTRASOUNDVASCULAR,1
'8878',DX ULTRASOUNDGRAV UTER,1
'8879',DX ULTRASOUND NEC,1
'8881',CEREBRAL THERMOGRAPHY,1
'8882',OCULAR THERMOGRAPHY,1
'8883',BONE THERMOGRAPHY,1
'8884',MUSCLE THERMOGRAPHY,1
'8885',BREAST THERMOGRAPHY,1
'8886',BLOOD VESSEL THERMOGRAPH,1
'8889',THERMOGRAPHY NEC,1
'8890',DIAGNOSTIC IMAGING NOS (Begin 1986),1
'8891',MRI OF BRAIN & BRAINSTEM (Begin 1986),1
'8892',MRI CHEST & HEART (Begin 1986),1
'8893',MRI SPINAL CANAL (Begin 1986),1
'8894',MRI MUSCULOSKELETAL (Begin 1986),1
'8895',MRI PELVISPROSTATEBLAD (Begin 1986),1
'8896',OTH INTRAOPERTVE MAGNC RESON (Begin 2002),1
'8897',MAGNETIC RES IMAGE UNSP (Begin 1989),1
'8898',BONE MINERAL DENSITY (Begin 1989),1
'8899',MRI OTH UNSPEC (Begin 1986 End 1989),1
'8901',BRIEF INTERVIEW & EVALUA,1
'8902',LIMITED INTERVIEW/EVALUA,1
'8903',COMPREHEN INTERVIEW/EVAL,1
'8904',INTERVIEW & EVALUAT NEC,1
'8905',INTERVIEW & EVALUAT NOS,1
'8906',LIMITED CONSULTATION,1
'8907',COMPREHENSIVE CONSULTAT,1
'8908',CONSULTATION NEC,1
'8909',CONSULTATION NOS,1
'8910',INTRACAROT AMOBARB TEST (Begin 1989),1
'8911',TONOMETRY,1
'8912',NASAL FUNCTION STUDY,1
'8913',NEUROLOGIC EXAMINATION,1
'8914',ELECTROENCEPHALOGRAM,1
'8915',NEUROLOGIC FUNC TEST NEC,1
'8916',SKULL TRANSILLUMINAT,1
'8917',POLYSOMNOGRAM (Begin 1988),1
'8918',OTH SLEEP DIS FUNCT TEST (Begin 1988),1
'8919',VIDEO/RADIO EEG MONITOR (Begin 1989),1
'8921',URINARY MANOMETRY,1
'8922',CYSTOMETROGRAM,1
'8923',URETHRAL SPHINCTER EMG,1
'8924',UROFLOWMETRY,1
'8925',URETHRAL PRESSURE PROFIL,1
'8926',GYNECOLOGIC EXAMINATION,1
'8929',OTHER GU SYSTEM EXAMS,1
'8931',DENTAL EXAMINATION,1
'8932',ESOPHAGEAL MANOMETRY,1
'8933',DIGITAL ENTEROSTOMY EXAM,1
'8934',DIGITAL RECTAL EXAM,1
'8935',NASAL SINUS TRANSILLUMIN,1
'8936',MANUAL EXAM OF BREAST,1
'8937',VITAL CAPACITY DETERMIN,1
'8938',RESPIRATORY MEASURE NEC,1
'8939',NONOPERATIVE EXAMS NEC,1
'8941',TREADMILL STRESS TEST,1
'8942',MASTERS,1
'8943',BICYCLE ERGOMETER TEST,1
'8944',CARDIAC STRESS TEST NEC,1
'8945',PACEMAKER RATE CHECK,1
'8946',PACEMAKER WAVE FORM CHCK,1
'8947',PACEMAKER IMPEDANCE CHCK,1
'8948',PACEMAKER VOLT THRESHOLD,1
'8949',PACEMAKER SLEW RATE CHCK (Begin 2004 End 1992),1
'8950',AMBU CARDIAC MONITORING (Begin 1991),1
'8951',RHYTHM ELECTROCARDIOGRAM,1
'8952',ELECTROCARDIOGRAM,1
'8953',VECTORCARDIOGRAM,1
'8954',ELECTROCARDIOGRAPH MONIT,1
'8955',PHONOCARDIOGRAM,1
'8956',CAROTID PULSE TRACING,1
'8957',APEXCARDIOGRAM,1
'8958',PLETHYSMOGRAM,1
'8959',NONOP CARDIAC/VASC EXAM,1
'8960',CONT INTRAART BLD GAS MEAS (Begin 2002),1
'8961',ARTERIAL PRESSURE MONIT,1
'8962',CVP MONITORING,1
'8963',PULMON ART PRESS MONITOR,1
'8964',PULMON ART WEDGE MONITOR,1
'8965',ARTERIAL BLD GAS MEASURE,1
'8966',MIX VENOUS BLD GAS MEAS,1
'8967',OXYGEN CONSUMPTION MONIT,1
'8968',MON CAR OUTPUT (DIL TECH) (Begin 1980),1
'8969',CORONARY BLD FLOW MONIT,1
'897 ',GENERAL PHYSICAL EXAM,1
'898 ',AUTOPSY,1
'9001',BACT SMEARNERVOUS SYST,1
'9002',CULTURENERVOUS SYST,1
'9003',C & SNERVOUS SYST,1
'9004',PARASITOLOGYNERV SYST,1
'9005',TOXICOLOGYNERVOUS SYST,1
'9006',CELL BLK/PAPNERVOUS SYS,1
'9009',MICRO EXAMNERVOUS NEC,1
'9011',BACT SMEARENDOCRINE,1
'9012',CULTUREENDOCRINE,1
'9013',C & SENDOCRINE,1
'9014',PARASITOLOGYENDOCRINE,1
'9015',TOXICOLOGYENDOCRINE,1
'9016',CELL BLOCK/PAPENDOCRINE,1
'9019',MICRO EXAMENDOCRINE NEC,1
'9021',BACT SMEAREYE,1
'9022',CULTUREEYE,1
'9023',C & SEYE,1
'9024',PARASITOLOGYEYE,1
'9025',TOXICOLOGYEYE,1
'9026',CELL BLOCK/PAPEYE,1
'9029',MICRO EXAMEYE NEC,1
'9031',BACT SMEARENT/LARYNX,1
'9032',CULTUREENT/LARYNX,1
'9033',C & SENT/LARYNX,1
