ndc,drug_name,generic_name,opioid_ingredient1,opioid_ingredient2,form,route,strength,strength_uom,package_size,manufacturer,startdate,enddate,status
24200043510,fentanyl/bupivacaine/sodium chloride,bupivacaine hcl; fentanyl citrate; na cl,fentanyl,NA,NA,NA,0.125%-5 mcg/ml-0.9%,NA,1,NA,NA,NA,NA
24200043590,fentanyl/bupivacaine/sodium chloride,bupivacaine hcl; fentanyl citrate; na cl,fentanyl,NA,NA,NA,0.125%-5 mcg/ml-0.9%,NA,1,NA,NA,NA,NA
24200043603,fentanyl/bupivacaine/sodium chloride,bupivacaine hcl; fentanyl citrate; na cl,fentanyl,NA,NA,NA,0.0625%-5 mcg/ml-0.9%,NA,1,NA,NA,NA,NA
24200043604,fentanyl/bupivacaine/sodium chloride,bupivacaine hcl; fentanyl citrate; na cl,fentanyl,NA,NA,NA,0.0625%-5 mcg/ml-0.9%,NA,1,NA,NA,NA,NA
24200043607,fentanyl/bupivacaine/sodium chloride,bupivacaine hcl; fentanyl citrate; na cl,fentanyl,NA,NA,NA,0.0625%-5 mcg/ml-0.9%,NA,1,NA,NA,NA,NA
24200043610,fentanyl/bupivacaine/sodium chloride,bupivacaine hcl; fentanyl citrate; na cl,fentanyl,NA,NA,NA,0.0625%-5 mcg/ml-0.9%,NA,1,NA,NA,NA,NA
24200043612,fentanyl/bupivacaine/sodium chloride,bupivacaine hcl; fentanyl citrate; na cl,fentanyl,NA,NA,NA,0.0625%-5 mcg/ml-0.9%,NA,1,NA,NA,NA,NA
24200043680,fentanyl/bupivacaine/sodium chloride,bupivacaine hcl; fentanyl citrate; na cl,fentanyl,NA,NA,NA,0.0625%-5 mcg/ml-0.9%,NA,1,NA,NA,NA,NA
24200043690,fentanyl/bupivacaine/sodium chloride,bupivacaine hcl; fentanyl citrate; na cl,fentanyl,NA,NA,NA,0.0625%-5 mcg/ml-0.9%,NA,1,NA,NA,NA,NA
24200043704,fentanyl (pf)-bupivacaine-nacl,fentanyl; combinations,fentanyl,NA,solution,injection,2 mcg/ml-,0.1 %,100,ameridose llc,NA,NA,active
24200043705,fentanyl/bupivacaine/sodium chloride,bupivacaine hcl; fentanyl citrate; na cl,fentanyl,NA,NA,NA,0.1%-2 mcg/ml-0.9%,NA,1,NA,NA,NA,NA
24200043706,fentanyl/bupivacaine/sodium chloride,bupivacaine hcl; fentanyl citrate; na cl,fentanyl,NA,NA,NA,0.1%-2 mcg/ml-0.9%,NA,1,NA,NA,NA,NA
24200043710,fentanyl (pf)-bupivacaine-nacl,fentanyl; combinations,fentanyl,NA,solution,injection,2 mcg/ml-,0.1 %,250,ameridose llc,NA,NA,active
24200043711,fentanyl/bupivacaine/sodium chloride,bupivacaine hcl; fentanyl citrate; na cl,fentanyl,NA,NA,NA,0.1%-2 mcg/ml-0.9%,NA,1,NA,NA,NA,NA
24200043769,fentanyl/bupivacaine/sodium chloride,bupivacaine hcl; fentanyl citrate; na cl,fentanyl,NA,NA,NA,0.1%-2 mcg/ml-0.9%,NA,1,NA,NA,NA,NA
24200043780,fentanyl/bupivacaine/sodium chloride,bupivacaine hcl; fentanyl citrate; na cl,fentanyl,NA,NA,NA,0.1%-2 mcg/ml-0.9%,NA,1,NA,NA,NA,NA
24200043805,fentanyl/bupivacaine/sodium chloride,bupivacaine hcl; fentanyl citrate; na cl,fentanyl,NA,NA,NA,0.1%-5 mcg/ml-0.9%,NA,1,NA,NA,NA,NA
24200043810,fentanyl/bupivacaine/sodium chloride,bupivacaine hcl; fentanyl citrate; na cl,fentanyl,NA,NA,NA,0.1%-5 mcg/ml-0.9%,NA,1,NA,NA,NA,NA
24200043811,fentanyl/bupivacaine/sodium chloride,bupivacaine hcl; fentanyl citrate; na cl,fentanyl,NA,NA,NA,0.1%-5 mcg/ml-0.9%,NA,1,NA,NA,NA,NA
24200043812,fentanyl/bupivacaine/sodium chloride,bupivacaine hcl; fentanyl citrate; na cl,fentanyl,NA,NA,NA,0.1%-5 mcg/ml-0.9%,NA,1,NA,NA,NA,NA
24200043890,fentanyl/bupivacaine/sodium chloride,bupivacaine hcl; fentanyl citrate; na cl,fentanyl,NA,NA,NA,0.1%-5 mcg/ml-0.9%,NA,1,NA,NA,NA,NA
24200043907,fentanyl/bupivacaine/sodium chloride,bupivacaine hcl; fentanyl citrate; na cl,fentanyl,NA,NA,NA,0.0625%-2.5 mcg/ml-0.9%,NA,1,NA,NA,NA,NA
24200044010,fentanyl/bupivacaine/sodium chloride,bupivacaine hcl; fentanyl citrate; na cl,fentanyl,NA,NA,NA,0.1%-3 mcg/ml-0.9%,NA,1,NA,NA,NA,NA
24200044088,fentanyl/bupivacaine/sodium chloride,bupivacaine hcl; fentanyl citrate; na cl,fentanyl,NA,NA,NA,0.1%-3 mcg/ml-0.9%,NA,1,NA,NA,NA,NA
24200044204,fentanyl (pf)-bupivacaine-nacl,fentanyl; combinations,fentanyl,NA,solution,epidural,3-0.125,mcg/ml-%,100,ameridose llc,NA,NA,active
24200044510,fentanyl/bupivacaine/sodium chloride,bupivacaine hcl; fentanyl citrate; na cl,fentanyl,NA,NA,NA,0.125%-4 mcg/ml-0.9%,NA,1,NA,NA,NA,NA
24200044604,fentanyl/bupivacaine/sodium chloride,bupivacaine hcl; fentanyl citrate; na cl,fentanyl,NA,NA,NA,0.08%-2 mcg/ml-0.9%,NA,1,NA,NA,NA,NA
24200044710,fentanyl/bupivacaine/sodium chloride,bupivacaine hcl; fentanyl citrate; na cl,fentanyl,NA,NA,NA,0.1%-4 mcg/ml-0.9%,NA,1,NA,NA,NA,NA
24200044712,fentanyl/bupivacaine/sodium chloride,bupivacaine hcl; fentanyl citrate; na cl,fentanyl,NA,NA,NA,0.1%-4 mcg/ml-0.9%,NA,1,NA,NA,NA,NA
24200044790,fentanyl/bupivacaine/sodium chloride,bupivacaine hcl; fentanyl citrate; na cl,fentanyl,NA,NA,NA,0.1%-4 mcg/ml-0.9%,NA,1,NA,NA,NA,NA
24200044804,fentanyl/bupivacaine/sodium chloride,bupivacaine hcl; fentanyl citrate; na cl,fentanyl,NA,NA,NA,0.12%-2 mcg/ml-0.9%,NA,1,NA,NA,NA,NA
24200044810,fentanyl/bupivacaine/sodium chloride,bupivacaine hcl; fentanyl citrate; na cl,fentanyl,NA,NA,NA,0.083%-2 mcg/ml-0.9%,NA,1,NA,NA,NA,NA
24200044890,fentanyl/bupivacaine/sodium chloride,bupivacaine hcl; fentanyl citrate; na cl,fentanyl,NA,NA,NA,0.083%-2 mcg/ml-0.9%,NA,1,NA,NA,NA,NA
24200045104,fentanyl/bupivacaine/sodium chloride,bupivacaine hcl; fentanyl citrate; na cl,fentanyl,NA,NA,NA,0.125%-2.5 mcg/ml-0.9%,NA,1,NA,NA,NA,NA
24200045105,fentanyl/bupivacaine/sodium chloride,bupivacaine hcl; fentanyl citrate; na cl,fentanyl,NA,NA,NA,0.125%-2.5 mcg/ml-0.9%,NA,1,NA,NA,NA,NA
24200045404,fentanyl/bupivacaine/sodium chloride,bupivacaine hcl; fentanyl citrate; na cl,fentanyl,NA,NA,NA,0.25%-2 mcg/ml-0.9%,NA,1,NA,NA,NA,NA
24200045405,fentanyl/bupivacaine/sodium chloride,bupivacaine hcl; fentanyl citrate; na cl,fentanyl,NA,NA,NA,0.25%-2 mcg/ml-0.9%,NA,1,NA,NA,NA,NA
24200045480,fentanyl/bupivacaine/sodium chloride,bupivacaine hcl; fentanyl citrate; na cl,fentanyl,NA,NA,NA,0.25%-2 mcg/ml-0.9%,NA,1,NA,NA,NA,NA
24200045510,fentanyl/bupivacaine/sodium chloride,bupivacaine hcl; fentanyl citrate; na cl,fentanyl,NA,NA,NA,0.0625%-3 mcg/ml-0.9%,NA,1,NA,NA,NA,NA
24200045910,fentanyl/bupivacaine/sodium chloride,bupivacaine hcl; fentanyl citrate; na cl,fentanyl,NA,NA,NA,0.0312%-5 mcg/ml-0.9%,NA,1,NA,NA,NA,NA
24200046004,fentanyl/bupivacaine/sodium chloride,bupivacaine hcl; fentanyl citrate; na cl,fentanyl,NA,NA,NA,0.15%-5 mcg/ml-0.9%,NA,1,NA,NA,NA,NA
24200046411,fentanyl/bupivacaine/sodium chloride,bupivacaine hcl; fentanyl citrate; na cl,fentanyl,NA,NA,NA,0.125%-1 mcg/ml-0.9%,NA,1,NA,NA,NA,NA
24200046610,fentanyl/bupivacaine/sodium chloride,bupivacaine hcl; fentanyl citrate; na cl,fentanyl,NA,NA,NA,0.075%-5 mcg/ml-0.9%,NA,1,NA,NA,NA,NA
24200046690,fentanyl/bupivacaine/sodium chloride,bupivacaine hcl; fentanyl citrate; na cl,fentanyl,NA,NA,NA,0.075%-5 mcg/ml-0.9%,NA,1,NA,NA,NA,NA
24200046710,fentanyl/bupivacaine/sodium chloride,bupivacaine hcl; fentanyl citrate; na cl,fentanyl,NA,NA,NA,0.0625%-10 mcg/ml-0.9%,NA,1,NA,NA,NA,NA
24200047611,fentanyl/bupivacaine/sodium chloride,bupivacaine hcl; fentanyl citrate; na cl,fentanyl,NA,NA,NA,0.05%-5 mcg/ml-0.9%,NA,1,NA,NA,NA,NA
24200047710,fentanyl/bupivacaine/sodium chloride,bupivacaine hcl; fentanyl citrate; na cl,fentanyl,NA,NA,NA,0.0312%-2.5 mcg/ml-0.9%,NA,1,NA,NA,NA,NA
24200048010,fentanyl/ropivacaine/sodium chloride,fentanyl citrate; na cl; ropivacaine hcl,fentanyl,NA,NA,NA,3 mcg/ml-0.25%-0.9%,NA,1,NA,NA,NA,NA
24200048804,fentanyl-ropivacaine-nacl (pf),fentanyl; combinations,fentanyl,NA,solution,epidural,200 mcg/100 ml,(2 mcg/ml)-0.2%,100,ameridose llc,NA,NA,inactive
24200048805,fentanyl/ropivacaine/sodium chloride,fentanyl citrate; na cl; ropivacaine hcl,fentanyl,NA,NA,NA,2 mcg/ml-0.2%-0.9%,NA,1,NA,NA,NA,NA
24200048807,fentanyl-ropivacaine-nacl (pf),fentanyl; combinations,fentanyl,NA,solution,injection,2-0.2,mcg/ml-%,150,ameridose llc,NA,NA,active
24200048810,fentanyl/ropivacaine/sodium chloride,fentanyl citrate; na cl; ropivacaine hcl,fentanyl,NA,NA,NA,2 mcg/ml-0.2%-0.9%,NA,1,NA,NA,NA,NA
24200048812,fentanyl/ropivacaine/sodium chloride,fentanyl citrate; na cl; ropivacaine hcl,fentanyl,NA,NA,NA,2 mcg/ml-0.2%-0.9%,NA,1,NA,NA,NA,NA
24200048880,fentanyl/ropivacaine/sodium chloride,fentanyl citrate; na cl; ropivacaine hcl,fentanyl,NA,NA,NA,2 mcg/ml-0.2%-0.9%,NA,1,NA,NA,NA,NA
24200048881,fentanyl/ropivacaine/sodium chloride,fentanyl citrate; na cl; ropivacaine hcl,fentanyl,NA,NA,NA,2 mcg/ml-0.2%-0.9%,NA,1,NA,NA,NA,NA
24200048890,fentanyl/ropivacaine/sodium chloride,fentanyl citrate; na cl; ropivacaine hcl,fentanyl,NA,NA,NA,2 mcg/ml-0.2%-0.9%,NA,1,NA,NA,NA,NA
24200048904,fentanyl/ropivacaine/sodium chloride,fentanyl citrate; na cl; ropivacaine hcl,fentanyl,NA,NA,NA,1 mcg/ml-0.2%-0.9%,NA,1,NA,NA,NA,NA
24200048910,fentanyl/ropivacaine/sodium chloride,fentanyl citrate; na cl; ropivacaine hcl,fentanyl,NA,NA,NA,1 mcg/ml-0.2%-0.9%,NA,1,NA,NA,NA,NA
24200048988,fentanyl/ropivacaine/sodium chloride,fentanyl citrate; na cl; ropivacaine hcl,fentanyl,NA,NA,NA,1 mcg/ml-0.2%-0.9%,NA,1,NA,NA,NA,NA
24200049004,fentanyl/ropivacaine/sodium chloride,fentanyl citrate; na cl; ropivacaine hcl,fentanyl,NA,NA,NA,5 mcg/ml-0.2%-0.9%,NA,1,NA,NA,NA,NA
24200049007,fentanyl/ropivacaine/sodium chloride,fentanyl citrate; na cl; ropivacaine hcl,fentanyl,NA,NA,NA,5 mcg/ml-0.2%-0.9%,NA,1,NA,NA,NA,NA
24200049010,fentanyl/ropivacaine/sodium chloride,fentanyl citrate; na cl; ropivacaine hcl,fentanyl,NA,NA,NA,5 mcg/ml-0.2%-0.9%,NA,1,NA,NA,NA,NA
24200049104,fentanyl/ropivacaine/sodium chloride,fentanyl citrate; na cl; ropivacaine hcl,fentanyl,NA,NA,NA,3 mcg/ml-0.2%-0.9%,NA,1,NA,NA,NA,NA
24200049110,fentanyl/ropivacaine/sodium chloride,fentanyl citrate; na cl; ropivacaine hcl,fentanyl,NA,NA,NA,3 mcg/ml-0.2%-0.9%,NA,1,NA,NA,NA,NA
24200049204,fentanyl/ropivacaine/sodium chloride,fentanyl citrate; na cl; ropivacaine hcl,fentanyl,NA,NA,NA,2 mcg/ml-0.1%-0.9%,NA,1,NA,NA,NA,NA
24200049205,fentanyl/ropivacaine/sodium chloride,fentanyl citrate; na cl; ropivacaine hcl,fentanyl,NA,NA,NA,2 mcg/ml-0.1%-0.9%,NA,1,NA,NA,NA,NA
24200049210,fentanyl/ropivacaine/sodium chloride,fentanyl citrate; na cl; ropivacaine hcl,fentanyl,NA,NA,NA,2 mcg/ml-0.1%-0.9%,NA,1,NA,NA,NA,NA
24200049211,fentanyl/ropivacaine/sodium chloride,fentanyl citrate; na cl; ropivacaine hcl,fentanyl,NA,NA,NA,2 mcg/ml-0.1%-0.9%,NA,1,NA,NA,NA,NA
24200049310,fentanyl/ropivacaine/sodium chloride,fentanyl citrate; na cl; ropivacaine hcl,fentanyl,NA,NA,NA,5 mcg/ml-0.1%-0.9%,NA,1,NA,NA,NA,NA
24200049404,fentanyl-ropivacaine-nacl (pf),fentanyl; combinations,fentanyl,NA,solution,epidural,2-0.125,mcg/ml-%,100,ameridose llc,NA,NA,active
24200049410,fentanyl/ropivacaine/sodium chloride,fentanyl citrate; na cl; ropivacaine hcl,fentanyl,NA,NA,NA,2 mcg/ml-0.125%-0.9%,NA,1,NA,NA,NA,NA
24200049605,fentanyl/ropivacaine/sodium chloride,fentanyl citrate; na cl; ropivacaine hcl,fentanyl,NA,NA,NA,2 mcg/ml-0.15%-0.9%,NA,1,NA,NA,NA,NA
24200049888,fentanyl/ropivacaine/sodium chloride,fentanyl citrate; na cl; ropivacaine hcl,fentanyl,NA,NA,NA,1 mcg/ml-0.1%-0.9%,NA,1,NA,NA,NA,NA
24200049904,fentanyl/ropivacaine/sodium chloride,fentanyl citrate; na cl; ropivacaine hcl,fentanyl,NA,NA,NA,4 mcg/ml-0.2%-0.9%,NA,1,NA,NA,NA,NA
24200050004,fentanyl/ropivacaine/sodium chloride,fentanyl citrate; na cl; ropivacaine hcl,fentanyl,NA,NA,NA,3 mcg/ml-0.1%-0.9%,NA,1,NA,NA,NA,NA
24200050090,fentanyl-ropivacaine-nacl (pf),fentanyl; combinations,fentanyl,NA,prefilled pump reservoir,epidural,3-0.1,mcg/ml-%,100,ameridose llc,NA,NA,active
24200053188,fentanyl/bupivacaine/epinephrine/sodium chloride,bupivacaine hcl; epi hcl; fentanyl citrate; na cl,fentanyl,NA,NA,NA,NA,NA,1,NA,NA,NA,NA
24200089010,nalbuphine hydrochloride-sodium chloride,nalbuphine hydrochloride; sodium chloride,nalbuphine,NA,NA,NA,10 mg-0.9%,NA,1,NA,NA,NA,NA
24200089139,nalbuphine,nalbuphine,nalbuphine,NA,syringe,intravenous,10,mg/0.5 ml,.5,ameridose llc,NA,NA,inactive
24200095144,sufentanil citrate (pf),sufentanil,sufentanil,NA,syringe,intravenous,100 mcg/2 ml,(50 mcg/ml),2,ameridose llc,NA,NA,inactive
24200095149,sufentanil citrate (pf),sufentanil,sufentanil,NA,syringe,intravenous,250 mcg/5 ml,(50 mcg/ml),5,ameridose llc,NA,NA,inactive
24200125744,fentanyl citrate-0.9%nacl (pf),fentanyl,fentanyl,NA,syringe,intravenous,10 mcg/2 ml,(5 mcg/ml),2,ameridose llc,NA,NA,active
24200126610,fentanyl citrate-0.9%nacl (pf),fentanyl,fentanyl,NA,solution,intravenous,4,mcg/ml,250,ameridose llc,NA,NA,inactive
24200129473,hydromorphone (pf)-0.9% nacl,hydromorphone,hydromorphone,NA,pt controlled analgesia syring,intravenous,12 mg/30 ml,(0.4 mg/ml),30,ameridose llc,NA,NA,inactive
24200230181,hydromorphone (pf)-0.9% nacl,hydromorphone,hydromorphone,NA,pt controlled analgesia syring,intravenous,110 mg/55 ml,(2 mg/ml),55,ameridose llc,NA,NA,inactive
24208000101,acetaminophen-codeine,codeine; paracetamol,codeine,NA,tablet,oral,300-30,mg,100,bausch & lomb p,NA,NA,active
24208000110,acetaminophen-codeine,codeine; paracetamol,codeine,NA,tablet,oral,300-30,mg,1000,bausch & lomb p,NA,NA,active
24208000111,acetaminophen-codeine,codeine; paracetamol,codeine,NA,tablet,oral,300-30,mg,100,bausch & lomb p,NA,NA,active
24236060903,tramadol hydrochloride (u),tramadol hydrochloride (u),tramadol,NA,NA, , ,NA, ,remedyrepack inc.,NA,NA,NA
24477002004,depodur (pf),morphine,morphine,NA,suspension,epidural,10,mg/ml,1,ekr therapeutic,5/19/04,5/19/04,inactive
24477002005,depodur (pf),morphine,morphine,NA,suspension,epidural,15,mg/1.5 ml,1.5,ekr therapeutic,5/19/04,5/19/04,inactive
24486032510,propoxyphene n-acetaminophen,dextropropoxyphene,propoxyphene,NA,tablet,oral,100-325,mg,100,aristos pharmac,7/1/08,7/1/08,inactive
24486032610,propoxyphene n-acetaminophen,dextropropoxyphene,propoxyphene,NA,tablet,oral,100-500,mg,100,aristos pharmac,4/19/05,4/19/05,inactive
24510011010,xtampza er,oxycodone,oxycodone,NA,"capsule,sprinkle,er 12hr tmprr",oral,9,mg,100,collegium pharm,4/26/16,4/26/16,active
24510011020,xtampza (u),oxycodone er,oxycodone,NA,NA, , ,NA, ,"collegium pharmaceutical, inc.",NA,NA,NA
24510011510,xtampza er,oxycodone,oxycodone,NA,"capsule,sprinkle,er 12hr tmprr",oral,13.5,mg,100,collegium pharm,4/26/16,4/26/16,active
24510011520,xtampza (u),oxycodone er,oxycodone,NA,NA, , ,NA, ,"collegium pharmaceutical, inc.",NA,NA,NA
24510012010,xtampza er,oxycodone,oxycodone,NA,"capsule,sprinkle,er 12hr tmprr",oral,18,mg,100,collegium pharm,4/26/16,4/26/16,active
24510012020,xtampza (u),oxycodone er,oxycodone,NA,NA, , ,NA, ,"collegium pharmaceutical, inc.",NA,NA,NA
24510013010,xtampza er,oxycodone,oxycodone,NA,"capsule,sprinkle,er 12hr tmprr",oral,27,mg,100,collegium pharm,4/26/16,4/26/16,active
24510013020,xtampza (u),oxycodone er,oxycodone,NA,NA, , ,NA, ,"collegium pharmaceutical, inc.",NA,NA,NA
24510014010,xtampza er,oxycodone,oxycodone,NA,"capsule,sprinkle,er 12hr tmprr",oral,36,mg,100,collegium pharm,4/26/16,4/26/16,active
24510014020,xtampza (u),oxycodone er,oxycodone,NA,NA, , ,NA, ,"collegium pharmaceutical, inc.",NA,NA,NA
24561000201,oxycodone hydrochloride and acetaminophen,oxycodone hydrochloride; acetaminophen,oxycodone,NA,tablet,NA,5-325,mg/1,100 tablet in 1 bottle (24561-002-01),NA,NA,NA,NA
25332106604,acetaco,acetaminophen; codeine phosphate,codeine,NA,NA,NA,30 mg,NA,250,NA,NA,NA,NA
27808003501,hydrocodone-acetaminophen,hydrocodone; acetaminophen,hydrocodone,NA,tablet,oral,5-325,mg,100,tris pharma inc,3/27/13,3/27/13,active
27808003502,hydrocodone-acetaminophen,hydrocodone; acetaminophen,hydrocodone,NA,tablet,oral,5-325,mg,500,tris pharma inc,3/27/13,3/27/13,active
27808003503,hydrocodone-acetaminophen,hydrocodone; acetaminophen,hydrocodone,NA,tablet,oral,5-325,mg,1000,tris pharma inc,3/27/13,3/27/13,active
27808003601,hydrocodone-acetaminophen,hydrocodone; acetaminophen,hydrocodone,NA,tablet,oral,7.5-325,mg,100,tris pharma inc,3/27/13,3/27/13,active
27808003602,hydrocodone-acetaminophen,hydrocodone; acetaminophen,hydrocodone,NA,tablet,oral,7.5-325,mg,500,tris pharma inc,3/27/13,3/27/13,active
27808003603,hydrocodone-acetaminophen,hydrocodone; acetaminophen,hydrocodone,NA,tablet,oral,7.5-325,mg,1000,tris pharma inc,3/27/13,3/27/13,active
27808003701,hydrocodone-acetaminophen,hydrocodone; acetaminophen,hydrocodone,NA,tablet,oral,10-325,mg,100,tris pharma inc,3/27/13,3/27/13,active
27808003702,hydrocodone-acetaminophen,hydrocodone; acetaminophen,hydrocodone,NA,tablet,oral,10-325,mg,500,tris pharma inc,3/27/13,3/27/13,active
27808003703,hydrocodone-acetaminophen,hydrocodone; acetaminophen,hydrocodone,NA,tablet,oral,10-325,mg,1000,tris pharma inc,3/27/13,3/27/13,active
27808008201,morphine concentrate,morphine,morphine,NA,solution,oral,100 mg/5 ml,(20 mg/ml),30,tris pharma inc,5/12/15,5/12/15,active
27808008202,morphine concentrate,morphine,morphine,NA,solution,oral,100 mg/5 ml,(20 mg/ml),120,tris pharma inc,5/12/15,5/12/15,active
27808008301,morphine sulfate,morphine sulfate,morphine,NA,NA,NA,20,mg/5ml,"1 bottle, unit-dose in 1 carton (27808-083-01)  > 100 ml in 1 bottle, unit-dose",NA,NA,NA,NA
27808008302,morphine sulfate,morphine sulfate,morphine,NA,NA,NA,20,mg/5ml,500 ml in 1 bottle (27808-083-02),NA,NA,NA,NA
27808008401,morphine sulfate,morphine sulfate,morphine,NA,solution,oral,10,mg/5ml,"1 bottle, unit-dose in 1 carton (27808-084-01) > 100 ml in 1 bottle, unit-dose",tris pharma inc,9/21/15,NA,NA
27808008402,morphine sulfate,morphine sulfate,morphine,NA,solution,oral,10,mg/5ml,500 ml in 1 bottle (27808-084-02),tris pharma inc,9/21/15,NA,NA
27808011401,hydrocodone-acetaminophen,hydrocodone; acetaminophen,hydrocodone,NA,tablet,oral,5-300,mg,100,tris pharma inc,3/15/16,3/15/16,active
27808011402,hydrocodone-acetaminophen,hydrocodone; acetaminophen,hydrocodone,NA,tablet,oral,5-300,mg,500,tris pharma inc,3/15/16,3/15/16,active
27808011501,hydrocodone-acetaminophen,hydrocodone; acetaminophen,hydrocodone,NA,tablet,oral,7.5-300,mg,100,tris pharma inc,3/15/16,3/15/16,active
27808011502,hydrocodone-acetaminophen,hydrocodone; acetaminophen,hydrocodone,NA,tablet,oral,7.5-300,mg,500,tris pharma inc,3/15/16,3/15/16,active
27808011601,hydrocodone-acetaminophen,hydrocodone; acetaminophen,hydrocodone,NA,tablet,oral,10-300,mg,100,tris pharma inc,3/15/16,3/15/16,active
27808011602,hydrocodone-acetaminophen,hydrocodone; acetaminophen,hydrocodone,NA,tablet,oral,10-300,mg,500,tris pharma inc,3/15/16,3/15/16,active
30698033501,demerol,meperidine hydrochloride,meperidine,NA,tablet,oral,50,mg/1,"100 tablet in 1 bottle, plastic (30698-335-01)",validus pharmaceuticals llc,11/10/42,NA,NA
30698033701,demerol,meperidine,meperidine,NA,tablet,oral,100,mg,100,validus pharmac,9/30/90,9/30/90,active
31190020701,rogesic #3,hydrocodone; acetaminophen,hydrocodone,NA,capsule,oral,5-500,mg,100,rotex pharm.,NA,NA,inactive
31722019101,oxycodone and acetaminophen,oxycodone; acetaminophen,oxycodone,NA,tablet,oral,"2.5 mg/1,                         325  mg/1",NA,100 tablet in 1 bottle (31722-191-01),"camber pharmaceuticals, inc.",NA,NA,NA
31722019105,oxycodone and acetaminophen,oxycodone; acetaminophen,oxycodone,NA,tablet,oral,"2.5 mg/1,                         325  mg/1",NA,500 tablet in 1 bottle (31722-191-05),"camber pharmaceuticals, inc.",NA,NA,NA
31722019201,oxycodone and acetaminophen,oxycodone; acetaminophen,oxycodone,NA,tablet,oral,"5 mg/1,                         325  mg/1",NA,100 tablet in 1 bottle (31722-192-01),"camber pharmaceuticals, inc.",NA,NA,NA
31722019205,oxycodone and acetaminophen,oxycodone; acetaminophen,oxycodone,NA,tablet,oral,"5 mg/1,                         325  mg/1",NA,500 tablet in 1 bottle (31722-192-05),"camber pharmaceuticals, inc.",NA,NA,NA
31722019301,oxycodone and acetaminophen,oxycodone; acetaminophen,oxycodone,NA,tablet,oral,"7.5 mg/1,                         325  mg/1",NA,100 tablet in 1 bottle (31722-193-01),"camber pharmaceuticals, inc.",NA,NA,NA
31722019305,oxycodone and acetaminophen,oxycodone; acetaminophen,oxycodone,NA,tablet,oral,"7.5 mg/1,                         325  mg/1",NA,500 tablet in 1 bottle (31722-193-05),"camber pharmaceuticals, inc.",NA,NA,NA
31722019401,oxycodone and acetaminophen,oxycodone; acetaminophen,oxycodone,NA,tablet,oral,"10 mg/1,                         325  mg/1",NA,100 tablet in 1 bottle (31722-194-01),"camber pharmaceuticals, inc.",NA,NA,NA
31722019405,oxycodone and acetaminophen,oxycodone; acetaminophen,oxycodone,NA,tablet,oral,"10 mg/1,                         325  mg/1",NA,500 tablet in 1 bottle (31722-194-05),"camber pharmaceuticals, inc.",NA,NA,NA
31722091701,oxycodone hydrochloride,oxycodone hydrochloride,oxycodone,NA,tablet,oral,15 mg/1,NA,100 tablet in 1 bottle (31722-917-01),camber pharmaceuticals inc,NA,NA,NA
31722091705,oxycodone hydrochloride,oxycodone hydrochloride,oxycodone,NA,tablet,oral,15 mg/1,NA,500 tablet in 1 bottle (31722-917-05),camber pharmaceuticals inc,NA,NA,NA
31722091801,oxycodone hydrochloride,oxycodone hydrochloride,oxycodone,NA,tablet,oral,30 mg/1,NA,100 tablet in 1 bottle (31722-918-01),camber pharmaceuticals inc,NA,NA,NA
31722091805,oxycodone hydrochloride,oxycodone hydrochloride,oxycodone,NA,tablet,oral,30 mg/1,NA,500 tablet in 1 bottle (31722-918-05),camber pharmaceuticals inc,NA,NA,NA
31722092901,oxymorphone hydrochloride,oxymorphone hydrochloride,oxymorphone,NA,tablet,oral,5 mg/1,NA,100 tablet in 1 bottle (31722-929-01),camber pharmaceuticals inc,NA,NA,NA
31722093001,oxymorphone hydrochloride,oxymorphone hydrochloride,oxymorphone,NA,tablet,oral,10 mg/1,NA,100 tablet in 1 bottle (31722-930-01),camber pharmaceuticals inc,NA,NA,NA
31722094001,hydrocodone bitartrate and acetaminophen,hydrocodone bitartrate; acetaminophen,hydrocodone,NA,tablet,oral,"2.5 mg/1,                         325  mg/1",NA,100 tablet in 1 bottle (31722-940-01),"camber pharmaceuticals, inc.",NA,NA,NA
31722094101,hydrocodone bitartrate and acetaminophen,hydrocodone bitartrate; acetaminophen,hydrocodone,NA,tablet,oral,"5 mg/1,                         325  mg/1",NA,100 tablet in 1 bottle (31722-941-01),"camber pharmaceuticals, inc.",NA,NA,NA
31722094105,hydrocodone bitartrate and acetaminophen,hydrocodone bitartrate; acetaminophen,hydrocodone,NA,tablet,oral,"5 mg/1,                         325  mg/1",NA,500 tablet in 1 bottle (31722-941-05),"camber pharmaceuticals, inc.",NA,NA,NA
31722094205,hydrocodone bitartrate and acetaminophen,hydrocodone bitartrate; acetaminophen,hydrocodone,NA,tablet,oral,"7.5 mg/1,                         325  mg/1",NA,500 tablet in 1 bottle (31722-942-05),"camber pharmaceuticals, inc.",NA,NA,NA
31722094305,hydrocodone bitartrate and acetaminophen,hydrocodone bitartrate; acetaminophen,hydrocodone,NA,tablet,oral,"10 mg/1,                         325  mg/1",NA,500 tablet in 1 bottle (31722-943-05),"camber pharmaceuticals, inc.",NA,NA,NA
33261000102,acetaminophen and codeine,codeine phosphate; acetaminophen,codeine,NA,tablet,oral,30-300,mg/1,"120 tablet in 1 bottle, plastic (33261-001-02)",aidarex pharmaceuticals llc,9/30/88,NA,NA
33261000103,acetaminophen-codeine phosphate,acetaminophen; codeine phosphate,codeine,NA,NA,NA,300 mg-30 mg,NA,140,NA,NA,NA,NA
